"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Lesotho","Adults (15-49) upper estimate","1994","UNAIDS_Spectrum Estimates_","Rate","3.94",""
"Lesotho","Adults (15-49) upper estimate","1993","UNAIDS_Spectrum Estimates_","Rate","2.79",""
"Lesotho","Adults (15-49) upper estimate","1992","UNAIDS_Spectrum Estimates_","Rate","1.8",""
"Lesotho","Adults (15-49) upper estimate","1991","UNAIDS_Spectrum Estimates_","Rate","1.06",""
"Lesotho","Adults (15-49) upper estimate","1990","UNAIDS_Spectrum Estimates_","Rate","0.58",""
"Liberia","Adults (15-49) estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0",""
"Liberia","Adults (15-49) estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.01",""
"Liberia","Adults (15-49) estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0",""
"Liberia","Adults (15-49) estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.01",""
"Liberia","Adults (15-49) estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.01",""
"Liberia","Adults (15-49) estimate","2007","UNAIDS_Spectrum Estimates_","Rate","0.04",""
"Liberia","Adults (15-49) estimate","2006","UNAIDS_Spectrum Estimates_","Rate","0.06",""
"Liberia","Adults (15-49) estimate","2005","UNAIDS_Spectrum Estimates_","Rate","0.08",""
"Liberia","Adults (15-49) estimate","2004","UNAIDS_Spectrum Estimates_","Rate","0.15",""
"Liberia","Adults (15-49) estimate","2003","UNAIDS_Spectrum Estimates_","Rate","0.19",""
"Liberia","Adults (15-49) estimate","2002","UNAIDS_Spectrum Estimates_","Rate","0.23",""
"Liberia","Adults (15-49) estimate","2001","UNAIDS_Spectrum Estimates_","Rate","0.28",""
"Liberia","Adults (15-49) estimate","2000","UNAIDS_Spectrum Estimates_","Rate","0.31",""
"Liberia","Adults (15-49) estimate","1999","UNAIDS_Spectrum Estimates_","Rate","0.37",""
"Liberia","Adults (15-49) estimate","1998","UNAIDS_Spectrum Estimates_","Rate","0.38",""
"Liberia","Adults (15-49) estimate","1997","UNAIDS_Spectrum Estimates_","Rate","0.38",""
"Liberia","Adults (15-49) estimate","1996","UNAIDS_Spectrum Estimates_","Rate","0.35",""
"Liberia","Adults (15-49) estimate","1995","UNAIDS_Spectrum Estimates_","Rate","0.33",""
"Liberia","Adults (15-49) estimate","1994","UNAIDS_Spectrum Estimates_","Rate","0.28",""
"Liberia","Adults (15-49) estimate","1993","UNAIDS_Spectrum Estimates_","Rate","0.24",""
"Liberia","Adults (15-49) estimate","1992","UNAIDS_Spectrum Estimates_","Rate","0.19",""
"Liberia","Adults (15-49) estimate","1991","UNAIDS_Spectrum Estimates_","Rate","0.14",""
"Liberia","Adults (15-49) estimate","1990","UNAIDS_Spectrum Estimates_","Rate","0.1",""
"Liberia","Adults (15-49) lower estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0",""
"Liberia","Adults (15-49) lower estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0",""
"Liberia","Adults (15-49) lower estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0",""
"Liberia","Adults (15-49) lower estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0",""
"Liberia","Adults (15-49) lower estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0",""
"Liberia","Adults (15-49) lower estimate","2007","UNAIDS_Spectrum Estimates_","Rate","0.01",""
"Liberia","Adults (15-49) lower estimate","2006","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Liberia","Adults (15-49) lower estimate","2005","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Liberia","Adults (15-49) lower estimate","2004","UNAIDS_Spectrum Estimates_","Rate","0.1",""
"Liberia","Adults (15-49) lower estimate","2003","UNAIDS_Spectrum Estimates_","Rate","0.14",""
"Liberia","Adults (15-49) lower estimate","2002","UNAIDS_Spectrum Estimates_","Rate","0.18",""
"Liberia","Adults (15-49) lower estimate","2001","UNAIDS_Spectrum Estimates_","Rate","0.22",""
"Liberia","Adults (15-49) lower estimate","2000","UNAIDS_Spectrum Estimates_","Rate","0.26",""
"Liberia","Adults (15-49) lower estimate","1999","UNAIDS_Spectrum Estimates_","Rate","0.3",""
"Liberia","Adults (15-49) lower estimate","1998","UNAIDS_Spectrum Estimates_","Rate","0.32",""
"Liberia","Adults (15-49) lower estimate","1997","UNAIDS_Spectrum Estimates_","Rate","0.32",""
"Liberia","Adults (15-49) lower estimate","1996","UNAIDS_Spectrum Estimates_","Rate","0.29",""
"Liberia","Adults (15-49) lower estimate","1995","UNAIDS_Spectrum Estimates_","Rate","0.26",""
"Liberia","Adults (15-49) lower estimate","1994","UNAIDS_Spectrum Estimates_","Rate","0.21",""
"Liberia","Adults (15-49) lower estimate","1993","UNAIDS_Spectrum Estimates_","Rate","0.17",""
"Liberia","Adults (15-49) lower estimate","1992","UNAIDS_Spectrum Estimates_","Rate","0.13",""
"Liberia","Adults (15-49) lower estimate","1991","UNAIDS_Spectrum Estimates_","Rate","0.09",""
"Liberia","Adults (15-49) lower estimate","1990","UNAIDS_Spectrum Estimates_","Rate","0.06",""
"Liberia","Adults (15-49) upper estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0",""
"Liberia","Adults (15-49) upper estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.02",""
"Liberia","Adults (15-49) upper estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0",""
"Liberia","Adults (15-49) upper estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.01",""
"Liberia","Adults (15-49) upper estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.02",""
"Liberia","Adults (15-49) upper estimate","2007","UNAIDS_Spectrum Estimates_","Rate","0.08",""
"Liberia","Adults (15-49) upper estimate","2006","UNAIDS_Spectrum Estimates_","Rate","0.11",""
"Liberia","Adults (15-49) upper estimate","2005","UNAIDS_Spectrum Estimates_","Rate","0.11",""
"Liberia","Adults (15-49) upper estimate","2004","UNAIDS_Spectrum Estimates_","Rate","0.2",""
"Liberia","Adults (15-49) upper estimate","2003","UNAIDS_Spectrum Estimates_","Rate","0.24",""
"Liberia","Adults (15-49) upper estimate","2002","UNAIDS_Spectrum Estimates_","Rate","0.29",""
"Liberia","Adults (15-49) upper estimate","2001","UNAIDS_Spectrum Estimates_","Rate","0.34",""
"Liberia","Adults (15-49) upper estimate","2000","UNAIDS_Spectrum Estimates_","Rate","0.37",""
"Liberia","Adults (15-49) upper estimate","1999","UNAIDS_Spectrum Estimates_","Rate","0.42",""
"Liberia","Adults (15-49) upper estimate","1998","UNAIDS_Spectrum Estimates_","Rate","0.45",""
"Liberia","Adults (15-49) upper estimate","1997","UNAIDS_Spectrum Estimates_","Rate","0.44",""
"Liberia","Adults (15-49) upper estimate","1996","UNAIDS_Spectrum Estimates_","Rate","0.41",""
"Liberia","Adults (15-49) upper estimate","1995","UNAIDS_Spectrum Estimates_","Rate","0.4",""
"Liberia","Adults (15-49) upper estimate","1994","UNAIDS_Spectrum Estimates_","Rate","0.35",""
"Liberia","Adults (15-49) upper estimate","1993","UNAIDS_Spectrum Estimates_","Rate","0.3",""
"Liberia","Adults (15-49) upper estimate","1992","UNAIDS_Spectrum Estimates_","Rate","0.25",""
"Liberia","Adults (15-49) upper estimate","1991","UNAIDS_Spectrum Estimates_","Rate","0.19",""
"Liberia","Adults (15-49) upper estimate","1990","UNAIDS_Spectrum Estimates_","Rate","0.15",""
"Malawi","Adults (15-49) estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0.77",""
"Malawi","Adults (15-49) estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.79",""
"Malawi","Adults (15-49) estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0.82",""
"Malawi","Adults (15-49) estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.88",""
"Malawi","Adults (15-49) estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.79",""
"Malawi","Adults (15-49) estimate","2007","UNAIDS_Spectrum Estimates_","Rate","1.04",""
"Malawi","Adults (15-49) estimate","2006","UNAIDS_Spectrum Estimates_","Rate","1.15",""
"Malawi","Adults (15-49) estimate","2005","UNAIDS_Spectrum Estimates_","Rate","1.25",""
"Malawi","Adults (15-49) estimate","2004","UNAIDS_Spectrum Estimates_","Rate","1.37",""
"Malawi","Adults (15-49) estimate","2003","UNAIDS_Spectrum Estimates_","Rate","1.49",""
"Malawi","Adults (15-49) estimate","2002","UNAIDS_Spectrum Estimates_","Rate","1.63",""
"Malawi","Adults (15-49) estimate","2001","UNAIDS_Spectrum Estimates_","Rate","1.76",""
"Malawi","Adults (15-49) estimate","2000","UNAIDS_Spectrum Estimates_","Rate","1.91",""
"Malawi","Adults (15-49) estimate","1999","UNAIDS_Spectrum Estimates_","Rate","2.03",""
"Malawi","Adults (15-49) estimate","1998","UNAIDS_Spectrum Estimates_","Rate","1.85",""
"Malawi","Adults (15-49) estimate","1997","UNAIDS_Spectrum Estimates_","Rate","2.3",""
"Malawi","Adults (15-49) estimate","1996","UNAIDS_Spectrum Estimates_","Rate","2.41",""
"Malawi","Adults (15-49) estimate","1995","UNAIDS_Spectrum Estimates_","Rate","2.48",""
"Malawi","Adults (15-49) estimate","1994","UNAIDS_Spectrum Estimates_","Rate","2.51",""
"Malawi","Adults (15-49) estimate","1993","UNAIDS_Spectrum Estimates_","Rate","2.49",""
"Malawi","Adults (15-49) estimate","1992","UNAIDS_Spectrum Estimates_","Rate","2.45",""
"Malawi","Adults (15-49) estimate","1991","UNAIDS_Spectrum Estimates_","Rate","2.44",""
"Malawi","Adults (15-49) estimate","1990","UNAIDS_Spectrum Estimates_","Rate","2.36",""
"Malawi","Adults (15-49) lower estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0.68",""
"Malawi","Adults (15-49) lower estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.7",""
"Malawi","Adults (15-49) lower estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0.73",""
"Malawi","Adults (15-49) lower estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.78",""
"Malawi","Adults (15-49) lower estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.69",""
"Malawi","Adults (15-49) lower estimate","2007","UNAIDS_Spectrum Estimates_","Rate","0.94",""
"Malawi","Adults (15-49) lower estimate","2006","UNAIDS_Spectrum Estimates_","Rate","1.05",""
"Malawi","Adults (15-49) lower estimate","2005","UNAIDS_Spectrum Estimates_","Rate","1.16",""
"Malawi","Adults (15-49) lower estimate","2004","UNAIDS_Spectrum Estimates_","Rate","1.28",""
"Malawi","Adults (15-49) lower estimate","2003","UNAIDS_Spectrum Estimates_","Rate","1.39",""
"Malawi","Adults (15-49) lower estimate","2002","UNAIDS_Spectrum Estimates_","Rate","1.51",""
"Malawi","Adults (15-49) lower estimate","2001","UNAIDS_Spectrum Estimates_","Rate","1.64",""
"Malawi","Adults (15-49) lower estimate","2000","UNAIDS_Spectrum Estimates_","Rate","1.77",""
"Malawi","Adults (15-49) lower estimate","1999","UNAIDS_Spectrum Estimates_","Rate","1.9",""
"Malawi","Adults (15-49) lower estimate","1998","UNAIDS_Spectrum Estimates_","Rate","1.69",""
"Malawi","Adults (15-49) lower estimate","1997","UNAIDS_Spectrum Estimates_","Rate","2.14",""
"Malawi","Adults (15-49) lower estimate","1996","UNAIDS_Spectrum Estimates_","Rate","2.24",""
"Malawi","Adults (15-49) lower estimate","1995","UNAIDS_Spectrum Estimates_","Rate","2.29",""
"Malawi","Adults (15-49) lower estimate","1994","UNAIDS_Spectrum Estimates_","Rate","2.32",""
"Malawi","Adults (15-49) lower estimate","1993","UNAIDS_Spectrum Estimates_","Rate","2.3",""
"Malawi","Adults (15-49) lower estimate","1992","UNAIDS_Spectrum Estimates_","Rate","2.27",""
"Malawi","Adults (15-49) lower estimate","1991","UNAIDS_Spectrum Estimates_","Rate","2.26",""
"Malawi","Adults (15-49) lower estimate","1990","UNAIDS_Spectrum Estimates_","Rate","2.21",""
"Malawi","Adults (15-49) upper estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0.87",""
"Malawi","Adults (15-49) upper estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.89",""
"Malawi","Adults (15-49) upper estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0.93",""
"Malawi","Adults (15-49) upper estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.98",""
"Malawi","Adults (15-49) upper estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.9",""
"Malawi","Adults (15-49) upper estimate","2007","UNAIDS_Spectrum Estimates_","Rate","1.15",""
"Malawi","Adults (15-49) upper estimate","2006","UNAIDS_Spectrum Estimates_","Rate","1.25",""
"Malawi","Adults (15-49) upper estimate","2005","UNAIDS_Spectrum Estimates_","Rate","1.36",""
"Malawi","Adults (15-49) upper estimate","2004","UNAIDS_Spectrum Estimates_","Rate","1.48",""
"Malawi","Adults (15-49) upper estimate","2003","UNAIDS_Spectrum Estimates_","Rate","1.61",""
"Malawi","Adults (15-49) upper estimate","2002","UNAIDS_Spectrum Estimates_","Rate","1.76",""
"Malawi","Adults (15-49) upper estimate","2001","UNAIDS_Spectrum Estimates_","Rate","1.91",""
"Malawi","Adults (15-49) upper estimate","2000","UNAIDS_Spectrum Estimates_","Rate","2.06",""
"Malawi","Adults (15-49) upper estimate","1999","UNAIDS_Spectrum Estimates_","Rate","2.19",""
"Malawi","Adults (15-49) upper estimate","1998","UNAIDS_Spectrum Estimates_","Rate","2.02",""
"Malawi","Adults (15-49) upper estimate","1997","UNAIDS_Spectrum Estimates_","Rate","2.48",""
"Malawi","Adults (15-49) upper estimate","1996","UNAIDS_Spectrum Estimates_","Rate","2.61",""
"Malawi","Adults (15-49) upper estimate","1995","UNAIDS_Spectrum Estimates_","Rate","2.74",""
"Malawi","Adults (15-49) upper estimate","1994","UNAIDS_Spectrum Estimates_","Rate","2.81",""
"Malawi","Adults (15-49) upper estimate","1993","UNAIDS_Spectrum Estimates_","Rate","2.8",""
"Malawi","Adults (15-49) upper estimate","1992","UNAIDS_Spectrum Estimates_","Rate","2.73",""
"Malawi","Adults (15-49) upper estimate","1991","UNAIDS_Spectrum Estimates_","Rate","2.66",""
"Malawi","Adults (15-49) upper estimate","1990","UNAIDS_Spectrum Estimates_","Rate","2.53",""
"Malaysia","Adults (15-49) estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0.04",""
"Malaysia","Adults (15-49) estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Malaysia","Adults (15-49) estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Malaysia","Adults (15-49) estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.04",""
"Malaysia","Adults (15-49) estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.04",""
"Malaysia","Adults (15-49) estimate","2007","UNAIDS_Spectrum Estimates_","Rate","0.04",""
"Malaysia","Adults (15-49) estimate","2006","UNAIDS_Spectrum Estimates_","Rate","0.04",""
"Malaysia","Adults (15-49) estimate","2005","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Malaysia","Adults (15-49) estimate","2004","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Malaysia","Adults (15-49) estimate","2003","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Malaysia","Adults (15-49) estimate","2002","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Malaysia","Adults (15-49) estimate","2001","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Malaysia","Adults (15-49) estimate","2000","UNAIDS_Spectrum Estimates_","Rate","0.04",""
"Malaysia","Adults (15-49) estimate","1999","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Malaysia","Adults (15-49) estimate","1998","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Malaysia","Adults (15-49) estimate","1997","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Malaysia","Adults (15-49) estimate","1996","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Malaysia","Adults (15-49) estimate","1995","UNAIDS_Spectrum Estimates_","Rate","0.04",""
"Malaysia","Adults (15-49) estimate","1994","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Malaysia","Adults (15-49) estimate","1993","UNAIDS_Spectrum Estimates_","Rate","0.07",""
"Malaysia","Adults (15-49) estimate","1992","UNAIDS_Spectrum Estimates_","Rate","0.06",""
"Malaysia","Adults (15-49) estimate","1991","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Malaysia","Adults (15-49) estimate","1990","UNAIDS_Spectrum Estimates_","Rate","0.06",""
"Malaysia","Adults (15-49) lower estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Malaysia","Adults (15-49) lower estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Malaysia","Adults (15-49) lower estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Malaysia","Adults (15-49) lower estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Malaysia","Adults (15-49) lower estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Malaysia","Adults (15-49) lower estimate","2007","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Malaysia","Adults (15-49) lower estimate","2006","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Malaysia","Adults (15-49) lower estimate","2005","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Malaysia","Adults (15-49) lower estimate","2004","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Malaysia","Adults (15-49) lower estimate","2003","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Malaysia","Adults (15-49) lower estimate","2002","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Malaysia","Adults (15-49) lower estimate","2001","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Malaysia","Adults (15-49) lower estimate","2000","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Malaysia","Adults (15-49) lower estimate","1999","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Malaysia","Adults (15-49) lower estimate","1998","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Malaysia","Adults (15-49) lower estimate","1997","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Malaysia","Adults (15-49) lower estimate","1996","UNAIDS_Spectrum Estimates_","Rate","0.02",""
"Malaysia","Adults (15-49) lower estimate","1995","UNAIDS_Spectrum Estimates_","Rate","0.02",""
"Malaysia","Adults (15-49) lower estimate","1994","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Malaysia","Adults (15-49) lower estimate","1993","UNAIDS_Spectrum Estimates_","Rate","0.04",""
"Malaysia","Adults (15-49) lower estimate","1992","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Malaysia","Adults (15-49) lower estimate","1991","UNAIDS_Spectrum Estimates_","Rate","0.02",""
"Malaysia","Adults (15-49) lower estimate","1990","UNAIDS_Spectrum Estimates_","Rate","0.02",""
"Malaysia","Adults (15-49) upper estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0.06",""
"Malaysia","Adults (15-49) upper estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.07",""
"Malaysia","Adults (15-49) upper estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0.07",""
"Malaysia","Adults (15-49) upper estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.06",""
"Malaysia","Adults (15-49) upper estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.07",""
"Malaysia","Adults (15-49) upper estimate","2007","UNAIDS_Spectrum Estimates_","Rate","0.06",""
"Malaysia","Adults (15-49) upper estimate","2006","UNAIDS_Spectrum Estimates_","Rate","0.06",""
"Malaysia","Adults (15-49) upper estimate","2005","UNAIDS_Spectrum Estimates_","Rate","0.07",""
"Malaysia","Adults (15-49) upper estimate","2004","UNAIDS_Spectrum Estimates_","Rate","0.07",""
"Malaysia","Adults (15-49) upper estimate","2003","UNAIDS_Spectrum Estimates_","Rate","0.07",""
"Malaysia","Adults (15-49) upper estimate","2002","UNAIDS_Spectrum Estimates_","Rate","0.07",""
"Malaysia","Adults (15-49) upper estimate","2001","UNAIDS_Spectrum Estimates_","Rate","0.07",""
"Malaysia","Adults (15-49) upper estimate","2000","UNAIDS_Spectrum Estimates_","Rate","0.08",""
"Malaysia","Adults (15-49) upper estimate","1999","UNAIDS_Spectrum Estimates_","Rate","0.09",""
"Malaysia","Adults (15-49) upper estimate","1998","UNAIDS_Spectrum Estimates_","Rate","0.12",""
"Malaysia","Adults (15-49) upper estimate","1997","UNAIDS_Spectrum Estimates_","Rate","0.13",""
"Malaysia","Adults (15-49) upper estimate","1996","UNAIDS_Spectrum Estimates_","Rate","0.1",""
"Malaysia","Adults (15-49) upper estimate","1995","UNAIDS_Spectrum Estimates_","Rate","0.09",""
"Malaysia","Adults (15-49) upper estimate","1994","UNAIDS_Spectrum Estimates_","Rate","0.12",""
"Malaysia","Adults (15-49) upper estimate","1993","UNAIDS_Spectrum Estimates_","Rate","0.21",""
"Malaysia","Adults (15-49) upper estimate","1992","UNAIDS_Spectrum Estimates_","Rate","0.2",""
"Malaysia","Adults (15-49) upper estimate","1991","UNAIDS_Spectrum Estimates_","Rate","0.21",""
"Malaysia","Adults (15-49) upper estimate","1990","UNAIDS_Spectrum Estimates_","Rate","0.39",""
"Mali","Adults (15-49) estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0.04",""
"Mali","Adults (15-49) estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Mali","Adults (15-49) estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Mali","Adults (15-49) estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.07",""
"Mali","Adults (15-49) estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.07",""
"Mali","Adults (15-49) estimate","2007","UNAIDS_Spectrum Estimates_","Rate","0.07",""
"Mali","Adults (15-49) estimate","2006","UNAIDS_Spectrum Estimates_","Rate","0.09",""
"Mali","Adults (15-49) estimate","2005","UNAIDS_Spectrum Estimates_","Rate","0.09",""
"Mali","Adults (15-49) estimate","2004","UNAIDS_Spectrum Estimates_","Rate","0.1",""
"Mali","Adults (15-49) estimate","2003","UNAIDS_Spectrum Estimates_","Rate","0.12",""
"Mali","Adults (15-49) estimate","2002","UNAIDS_Spectrum Estimates_","Rate","0.14",""
"Mali","Adults (15-49) estimate","2001","UNAIDS_Spectrum Estimates_","Rate","0.15",""
"Mali","Adults (15-49) estimate","2000","UNAIDS_Spectrum Estimates_","Rate","0.17",""
"Mali","Adults (15-49) estimate","1999","UNAIDS_Spectrum Estimates_","Rate","0.19",""
"Mali","Adults (15-49) estimate","1998","UNAIDS_Spectrum Estimates_","Rate","0.22",""
"Mali","Adults (15-49) estimate","1997","UNAIDS_Spectrum Estimates_","Rate","0.25",""
"Mali","Adults (15-49) estimate","1996","UNAIDS_Spectrum Estimates_","Rate","0.28",""
"Mali","Adults (15-49) estimate","1995","UNAIDS_Spectrum Estimates_","Rate","0.28",""
"Mali","Adults (15-49) estimate","1994","UNAIDS_Spectrum Estimates_","Rate","0.29",""
"Mali","Adults (15-49) estimate","1993","UNAIDS_Spectrum Estimates_","Rate","0.27",""
"Mali","Adults (15-49) estimate","1992","UNAIDS_Spectrum Estimates_","Rate","0.24",""
"Mali","Adults (15-49) estimate","1991","UNAIDS_Spectrum Estimates_","Rate","0.21",""
"Mali","Adults (15-49) estimate","1990","UNAIDS_Spectrum Estimates_","Rate","0.16",""
"Mali","Adults (15-49) lower estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0.01",""
"Mali","Adults (15-49) lower estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.02",""
"Mali","Adults (15-49) lower estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0.02",""
"Mali","Adults (15-49) lower estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.04",""
"Mali","Adults (15-49) lower estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.04",""
"Mali","Adults (15-49) lower estimate","2007","UNAIDS_Spectrum Estimates_","Rate","0.04",""
"Mali","Adults (15-49) lower estimate","2006","UNAIDS_Spectrum Estimates_","Rate","0.06",""
"Mali","Adults (15-49) lower estimate","2005","UNAIDS_Spectrum Estimates_","Rate","0.07",""
"Mali","Adults (15-49) lower estimate","2004","UNAIDS_Spectrum Estimates_","Rate","0.08",""
"Mali","Adults (15-49) lower estimate","2003","UNAIDS_Spectrum Estimates_","Rate","0.09",""
"Mali","Adults (15-49) lower estimate","2002","UNAIDS_Spectrum Estimates_","Rate","0.1",""
"Mali","Adults (15-49) lower estimate","2001","UNAIDS_Spectrum Estimates_","Rate","0.11",""
"Mali","Adults (15-49) lower estimate","2000","UNAIDS_Spectrum Estimates_","Rate","0.12",""
"Mali","Adults (15-49) lower estimate","1999","UNAIDS_Spectrum Estimates_","Rate","0.14",""
"Mali","Adults (15-49) lower estimate","1998","UNAIDS_Spectrum Estimates_","Rate","0.17",""
"Mali","Adults (15-49) lower estimate","1997","UNAIDS_Spectrum Estimates_","Rate","0.19",""
"Mali","Adults (15-49) lower estimate","1996","UNAIDS_Spectrum Estimates_","Rate","0.21",""
"Mali","Adults (15-49) lower estimate","1995","UNAIDS_Spectrum Estimates_","Rate","0.2",""
"Mali","Adults (15-49) lower estimate","1994","UNAIDS_Spectrum Estimates_","Rate","0.18",""
"Mali","Adults (15-49) lower estimate","1993","UNAIDS_Spectrum Estimates_","Rate","0.16",""
"Mali","Adults (15-49) lower estimate","1992","UNAIDS_Spectrum Estimates_","Rate","0.14",""
"Mali","Adults (15-49) lower estimate","1991","UNAIDS_Spectrum Estimates_","Rate","0.11",""
"Mali","Adults (15-49) lower estimate","1990","UNAIDS_Spectrum Estimates_","Rate","0.09",""
"Mali","Adults (15-49) upper estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0.07",""
"Mali","Adults (15-49) upper estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.09",""
"Mali","Adults (15-49) upper estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0.09",""
"Mali","Adults (15-49) upper estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.1",""
"Mali","Adults (15-49) upper estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.1",""
"Mali","Adults (15-49) upper estimate","2007","UNAIDS_Spectrum Estimates_","Rate","0.1",""
"Mali","Adults (15-49) upper estimate","2006","UNAIDS_Spectrum Estimates_","Rate","0.12",""
"Mali","Adults (15-49) upper estimate","2005","UNAIDS_Spectrum Estimates_","Rate","0.12",""
"Mali","Adults (15-49) upper estimate","2004","UNAIDS_Spectrum Estimates_","Rate","0.13",""
"Mali","Adults (15-49) upper estimate","2003","UNAIDS_Spectrum Estimates_","Rate","0.15",""
"Mali","Adults (15-49) upper estimate","2002","UNAIDS_Spectrum Estimates_","Rate","0.18",""
"Mali","Adults (15-49) upper estimate","2001","UNAIDS_Spectrum Estimates_","Rate","0.2",""
"Mali","Adults (15-49) upper estimate","2000","UNAIDS_Spectrum Estimates_","Rate","0.23",""
"Mali","Adults (15-49) upper estimate","1999","UNAIDS_Spectrum Estimates_","Rate","0.25",""
"Mali","Adults (15-49) upper estimate","1998","UNAIDS_Spectrum Estimates_","Rate","0.29",""
"Mali","Adults (15-49) upper estimate","1997","UNAIDS_Spectrum Estimates_","Rate","0.32",""
"Mali","Adults (15-49) upper estimate","1996","UNAIDS_Spectrum Estimates_","Rate","0.36",""
"Mali","Adults (15-49) upper estimate","1995","UNAIDS_Spectrum Estimates_","Rate","0.38",""
"Mali","Adults (15-49) upper estimate","1994","UNAIDS_Spectrum Estimates_","Rate","0.4",""
